iter	Logloss
260	0.4921202548
261	0.4918015699
262	0.4915617137
263	0.4913315691
264	0.4911811284
265	0.4911059766
266	0.4908380829
267	0.4905528431
268	0.4902674465
269	0.4901132962
270	0.4900241812
271	0.4899085766
272	0.4898333464
273	0.4896689032
274	0.4892709586
275	0.4890013016
276	0.4888036811
277	0.4887075584
278	0.4884820116
279	0.4881770743
280	0.4879952784
281	0.4878701582
282	0.4877080989
283	0.4874531954
284	0.4873502216
285	0.4871855826
286	0.4870619971
287	0.4867019255
288	0.486616507
289	0.4864577654
290	0.4863000361
291	0.4861384535
292	0.4859111956
293	0.4855741717
294	0.4853733838
295	0.4850531575
296	0.4846911658
297	0.4843194364
298	0.4841174141
299	0.4839388837
300	0.4837449663
301	0.4836537352
302	0.4835131301
303	0.4833379435
304	0.4831358233
305	0.4828727495
306	0.4826472941
307	0.4824408177
308	0.4822934269
309	0.481996797
310	0.4818326413
311	0.4815757458
312	0.4812719123
313	0.4809513595
314	0.4807916383
315	0.480582347
316	0.480580969
317	0.4803913816
318	0.4801600744
319	0.4798566067
320	0.4797222647
321	0.4795720003
322	0.4793265014
323	0.4791141471
324	0.4789819669
325	0.4787922751
326	0.4786070373
327	0.4783648757
328	0.4780664499
329	0.4779167863
330	0.4776116205
331	0.4774213474
332	0.4771085991
333	0.4768375641
334	0.4766765562
335	0.4765816417
336	0.4762916604
337	0.4761088457
338	0.475862243
339	0.475596583
340	0.4753707945
341	0.4751619865
342	0.474984906
343	0.4748301352
344	0.4747084503
345	0.4743508669
346	0.4740156913
347	0.473783078
348	0.4736107911
349	0.4734266441
350	0.4732361293
351	0.4729176404
352	0.4727903388
353	0.4724860808
354	0.47215372
355	0.4717808869
356	0.4714593937
357	0.4712674356
358	0.4709479996
359	0.4706868263
360	0.4704299113
361	0.4701047672
362	0.4699135145
363	0.4696607401
364	0.4694527942
365	0.4691389487
366	0.4689628282
367	0.4688143141
368	0.4685466686
369	0.4683470824
370	0.4682141511
371	0.4679569683
372	0.4676072483
373	0.4671759303
374	0.4670031537
375	0.4668484547
376	0.4665325063
377	0.466261615
378	0.466097309
379	0.4659034177
380	0.4654850442
381	0.465311203
382	0.4650083752
383	0.4648059284
384	0.4642894337
385	0.4641413375
386	0.463887479
387	0.4635508274
388	0.4632155081
389	0.462843328
390	0.4625260212
391	0.4621836288
392	0.4620088733
393	0.4615698554
394	0.4612492634
395	0.4609931647
396	0.4605631857
397	0.4600873462
398	0.4597724361
399	0.4596127802
