자재구분,END_DATE_TIME,Y,CHAMBER,TAE.STDDEV0,TAE.MEAN0,TAE.RANGE0,PC.STDDEV0,PC.MEAN0,PC.RANGE0,CROT.STDDEV0,CROT.MEAN0,CROT.RANGE0,TAE.STDDEV1,TAE.MEAN1,TAE.RANGE1,CROT.STDDEV1,CROT.MEAN1,CROT.RANGE1,PC.STDDEV1,PC.MEAN1,PC.RANGE1,TAE.STDDEV13,TAE.MEAN13,TAE.RANGE13,PC.STDDEV13,PC.MEAN13,PC.RANGE13,CROT.STDDEV13,CROT.MEAN13,CROT.RANGE13,TAE.STDDEV5,TAE.MEAN5,TAE.RANGE5,CROT.STDDEV5,CROT.MEAN5,CROT.RANGE5,PC.STDDEV5,PC.MEAN5,PC.RANGE5,TAE.STDDEV3,TAE.MEAN3,TAE.RANGE3,PC.STDDEV3,PC.MEAN3,PC.RANGE3,CROT.STDDEV3,CROT.MEAN3,CROT.RANGE3,CROT.STDDEV11,CROT.MEAN11,CROT.RANGE11,TAE.STDDEV11,TAE.MEAN11,TAE.RANGE11,PC.STDDEV11,PC.MEAN11,PC.RANGE11,PC.STDDEV10,PC.MEAN10,PC.RANGE10,CROT.STDDEV10,CROT.MEAN10,CROT.RANGE10,TAE.STDDEV10,TAE.MEAN10,TAE.RANGE10,CROT.STDDEV2,CROT.MEAN2,CROT.RANGE2,TAE.STDDEV2,TAE.MEAN2,TAE.RANGE2,PC.STDDEV2,PC.MEAN2,PC.RANGE2,CROT.STDDEV7,CROT.MEAN7,CROT.RANGE7,TAE.STDDEV7,TAE.MEAN7,TAE.RANGE7,PC.STDDEV7,PC.MEAN7,PC.RANGE7,PC.STDDEV8,PC.MEAN8,PC.RANGE8,TAE.STDDEV8,TAE.MEAN8,TAE.RANGE8,CROT.STDDEV8,CROT.MEAN8,CROT.RANGE8,CROT.STDDEV14,CROT.MEAN14,CROT.RANGE14,TAE.STDDEV14,TAE.MEAN14,TAE.RANGE14,PC.STDDEV14,PC.MEAN14,PC.RANGE14,TAE.STDDEV6,TAE.MEAN6,TAE.RANGE6,PC.STDDEV6,PC.MEAN6,PC.RANGE6,CROT.STDDEV6,CROT.MEAN6,CROT.RANGE6,TAE.STDDEV4,TAE.MEAN4,TAE.RANGE4,CROT.STDDEV4,CROT.MEAN4,CROT.RANGE4,PC.STDDEV4,PC.MEAN4,PC.RANGE4,CROT.STDDEV12,CROT.MEAN12,CROT.RANGE12,TAE.STDDEV12,TAE.MEAN12,TAE.RANGE12,PC.STDDEV12,PC.MEAN12,PC.RANGE12,TAE.STDDEV9,TAE.MEAN9,TAE.RANGE9,CROT.STDDEV9,CROT.MEAN9,CROT.RANGE9,PC.STDDEV9,PC.MEAN9,PC.RANGE9,PC.RANGE11
71,2017-12-10 17:01,18,3,0.048029835,38.12001357,0.127075,0.158196208,0.34911326,0.4398827,0,1,0,0.115462069,38.03378229,0.317692,0,1,0,2.204498196,45.0495745,10.948192,0.377582886,36.73305517,1.27077,0.38363628,45.10822583,2.346038,0,1,0,0.029180879,36.00566262,0.127076,0,1,0,0.328246239,45.09164243,3.372433,0.041012725,35.06471352,0.127073,2.230604682,57.11045972,11.77908,0,1,0,0,1,0,0.124765608,35.93020036,0.38123,0.377353538,45.21714818,1.906159,0.463315001,45.00108517,2.00391,0,1,0,0.067073669,38.10538922,0.254153,0,1,0,0.095359932,35.02126149,0.44477,0.60363113,56.50311726,6.98925,0,1,0,0.032966268,36.00818438,0.190617,0.194851369,45.09222686,2.101662,0.414809645,45.17045431,1.759533,0.060881627,38.11189189,0.254153,0,1,0,0,1,0,0,36.958164,0,0,3.8611925,0,0.056736385,38.08838139,0.254153,0.290853342,44.9837085,1.710657,0,1,0,0.078394387,38.01215735,0.254154,0,1,0,0.693719663,45.19147835,4.203324,0,1,0,0.209110497,31.846192,0.698925,3.861742135,57.66017982,18.23069,0.033381229,36.01730385,0.127076,0,1,0,0.318326904,45.12818094,2.394917,2.394917
72,2017-12-18 10:01,55,3,0.053004681,38.09182689,0.190615,0.185305051,0.16977929,0.48875856,0,26,0,0.128207155,38.04285929,0.381234,0,26,0,0.572799711,44.79472107,2.199414,0.344403309,36.75446603,1.016615,0.246041806,45.02185038,1.564025,0,26,0,0.034202706,36.0026412,0.190617,0,26,0,0.725950762,45.15100105,7.086997,0.037048016,35.07996232,0.127073,2.462502144,57.16129004,12.80547,0,26,0,0,26,0,0.134647173,35.92566157,0.57185,1.793482675,45.49643907,10.068428,0.661792806,44.88346974,2.981427,0,26,0,0.06165238,38.10520358,0.254153,0,26,0,0.096266015,35.02194475,0.44477,0.831757322,56.66183229,7.038125,0,26,0,0.032552094,35.99765844,0.190617,0.159633656,45.07477468,1.368524,0.934177215,44.78861188,3.812318,0.055399544,38.11858032,0.254153,0,26,0,0,26,0,0,36.958164,0,0,3.6168132,0,0.057940502,38.08130253,0.254153,0.338644826,44.9736699,1.90616,0,26,0,0.079579054,37.99720665,0.317696,0,26,0,0.252714397,44.94566138,1.515152,0,26,0,0.196997228,31.85021022,0.698925,0.510666804,56.47286326,2.54154,0.03237271,36.01525108,0.127076,0,26,0,0.344582621,45.13277913,3.17693,3.17693
73,2017-12-18 10:50,40,3,0.050073165,38.0955055,0.127078,0.180384705,0.166177911,0.488758573,0,27,0,0.133241843,38.01877,0.381234,0,26,0,0.702307869,44.66501246,2.150536,0.382517432,36.72830303,1.33431,0.403537135,45.11816426,2.394917,0,27,0,0.035223148,36.00875065,0.127076,0,27,0,1.442216005,45.21188139,15.44477,0.043856364,35.07053775,0.127073,1.816587295,57.0992175,8.944282,0,27,0,0,27,0,0.131374886,35.93246918,0.50831,0.469672762,45.22238507,2.785923,0.782067133,44.88861447,3.665687,0,27,0,0.065188917,38.10520347,0.254153,0.460923018,26.69902913,1,0.095552555,35.02741025,0.508307,1.922195197,56.78743811,17.839687,0,27,0,0.039028548,36.00921081,0.190617,1.784244639,45.30848006,16.911044,0.914796257,45.29641794,3.910069,0.06486217,38.1082132,0.254153,0,27,0,0,27,0,0,36.958164,0,0.03456041,3.7390029,0.0488758,0.060014818,38.08130247,0.254153,0.680512518,44.89168558,3.910067,0,27,0,0.087096322,37.99656629,0.317696,0,27,0,0.220162579,45.0174552,1.564027,0,27,0,0.194833055,31.84619195,0.698925,3.928852414,57.61130373,18.523953,0.035494651,36.00378831,0.127076,0,27,0,0.131667097,45.070166,1.026392,1.026392
74,2017-12-18 10:48,20,2,0.037305745,38.0593839,0.127077,0.188613351,0.119745849,0.4398827,0,6,0,0.089279094,38.05962708,0.254155,0,5,0,1.259101927,44.42063346,3.910068,0.323754839,37.32006734,1.080158,0.241470495,45.01745617,1.56403,0,6,0,0.025100086,36.53037165,0.127079,0,6,0,0.215280101,45.07586371,2.199413,0.0437134,35.51847512,0.127076,2.680099665,57.34310776,13.343112,0.497050122,5.6,1,0,6,0,0.101743595,36.51080678,0.444771,1.770324319,45.54143567,9.237537,0.128768875,45.07503929,0.488758,0,6,0,0.055562579,38.08349088,0.254157,0,5,0,0.065929227,35.5062147,0.444766,0.885817028,56.68793616,8.651032,0,6,0,0.033923771,36.52655492,0.127079,0.142281702,45.0924196,1.417402,0.470700157,44.90992886,1.85728,0.055562579,38.08349088,0.254157,0,6,0,0,6,0,0,37.478004,0,0,3.6656892,0,0.042388349,38.08065958,0.190616,0.885210529,45.19387407,5.034214,0,6,0,0.065726721,38.08065994,0.317692,0,6,0,1.322422428,45.2857013,7.722385,0,6,0,0.164211679,32.37108925,0.635388,1.357855887,56.979065,6.84262,0.02941423,36.5439876,0.063542,0,6,0,1.09079712,45.24763758,8.748776,8.748776
75,2017-12-18 10:04,64,2,0.023802766,38.059886,0.063536,0.195646285,0.128620675,0.4398827,0,5,0,0.089279094,38.05962708,0.254155,0,5,0,2.151057329,44.89435246,10.410557,0.324058652,37.31280583,1.080158,0.64697638,45.1668762,3.812317,0,5,0,0.030288422,36.53151931,0.127079,0,5,0,0.22549125,45.04415704,2.688171,0.042145949,35.52355816,0.127076,0.578836559,56.8152488,3.079176,0,5,0,0,5,0,0.089303103,36.51515088,0.381234,0.436489824,45.24212323,2.150536,1.303979336,45.37851644,5.669602,0,5,0,0.054362345,38.08515194,0.254157,0,5,0,0.066339237,35.50202544,0.444766,0.475103184,56.6116683,5.131965,0,5,0,0.035445421,36.53225728,0.127079,0.332317685,45.04021136,3.372434,0.587326275,44.89945557,2.44379,0.055294813,38.08722829,0.254157,0,5,0,0,5,0,0,37.478004,0,0,3.714565,0,0.033996034,38.06970884,0.127077,1.156031463,45.27421028,6.15836,0,5,0,0.05753913,38.08065952,0.317697,0,5,0,0.711538165,45.1612903,4.203324,0,5,0,0.158615772,32.37373679,0.57185,0.524427929,56.76726929,3.176928,0.027413233,36.54017508,0.063542,0,5,0,0.328805045,45.10671245,2.688171,2.688171
76,2017-12-18 10:34,61,3,0.049551779,38.09851526,0.127078,0.193672726,0.174924117,0.48875856,0,26,0,0.122726606,38.01877015,0.381234,0,26,0,1.25998969,44.52214477,4.740959,0.351619973,36.7507285,1.080153,0.23729814,45.0175375,1.51515,0,26,0,0.032478892,36.00325214,0.190617,0,26,0,1.363769692,45.19944786,14.222874,0.041502006,35.08250384,0.127073,0.998160647,56.81133916,6.158356,0,26,0,0,26,0,0.136850333,35.92566146,0.444773,0.736748809,44.9902245,4.252196,1.568672403,45.3690126,7.526878,0,26,0,0.072224494,38.11138995,0.254153,0,26,0,0.095204189,35.0257617,0.571849,1.937466847,56.8080882,19.01271,0,26,0,0.037126216,36.00343462,0.190617,0.255650421,45.06185318,2.541542,0.532640044,44.883309,2.199413,0.062978357,38.11858011,0.254153,0,26,0,0,26,0,0,36.958164,0,0,3.9589443,0,0.051356347,38.08877791,0.254153,1.158690237,45.27323223,6.647114,0,26,0,0.090234053,38.00201257,0.317696,0,26,0,1.21973761,45.21156349,7.91789,0,26,0,0.184891029,31.86929709,0.698925,0.671066032,56.48493736,3.763444,0.039651774,36.01545855,0.127076,0,26,0,1.361185335,45.25158617,10.899314,10.899314
77,2017-12-18 10:18,36,3,0.046605276,38.08513868,0.190615,0.191277581,0.159489636,0.488758573,0,26,0,0.13108719,38.01388254,0.381234,0,26,0,2.190384984,44.03338654,7.820135,0.367844075,36.74325306,1.143694,2.764007181,45.59686094,16.129032,0,26,0,0.033937116,36.00997254,0.127076,0,26,0,0.934165125,45.15443096,9.970673,0.044475657,35.07487944,0.127073,0.443056937,56.57086916,1.759532,0,26,0,0,26,0,0.125958373,35.93020007,0.444767,2.60621534,45.73732714,14.076247,0.651366905,44.87060784,2.93255,0,26,0,0.063165566,38.10854768,0.254153,0,26,0,0.105339462,35.02645226,0.698925,1.469592404,56.71989962,14.22287,0,26,0,0.035081688,35.99848361,0.190617,0.233357189,45.0596059,2.44379,0.287063409,45.04826519,1.4174,0.07511665,38.11523579,0.254153,0,26,0,0,26,0,0,36.958164,0,0,3.8123167,0,0.051740031,38.09812194,0.254153,0.488979307,44.96105735,2.981426,0,26,0,0.082041852,38.00382783,0.317696,0,26,0,0.171279639,45.02024943,1.026394,0,26,0,0.201621761,31.84619195,0.698925,2.712268344,57.33360014,12.60997,0.032499712,36.00127272,0.127076,0,26,0,0.237795953,45.04887558,2.00391,2.00391
78,2017-12-18 10:21,32,2,0.027180233,38.06397311,0.063536,0.18098868,0.108613016,0.4398827,0,5,0,0.101123099,38.0543905,0.317692,0,5,0,2.730931959,45.06353821,13.734117,0.314818898,37.3164364,1.016621,0.256029287,45.00628429,1.661783,0,5,0,0.023084409,36.53151908,0.127079,0,5,0,1.435506611,45.20342491,15.884652,0.042929948,35.5241935,0.127076,0.435472747,56.61860479,2.346042,0,5,0,0,5,0,0.098643957,36.51080641,0.444771,0.582632909,45.23731933,3.470184,0.69760837,44.90253588,3.0303,0,5,0,0.055562579,38.08349088,0.254157,0,5,0,0.059844843,35.50485623,0.444766,0.281654808,56.55042745,2.737045,0,5,0,0.036648735,36.52331723,0.127079,1.624941136,45.26673045,15.444771,0.38993104,44.93785786,1.564025,0.044596358,38.07227841,0.190617,0,5,0,0,5,0,0,37.478004,0,0,3.2746823,0,0.048415962,38.08162194,0.254157,0.57217007,44.89331531,3.225808,0,5,0,0.065377283,38.08836124,0.317697,0,5,0,0.374632615,45.05168973,2.346042,0,5,0,0.163609472,32.37903183,0.57185,3.861337213,57.62870658,19.012703,0.03350002,36.54144612,0.127079,0,5,0,0.982943231,45.22157077,7.624634,7.624634
79,2017-12-18 10:32,40,2,0.031861395,38.05988574,0.127077,0.185267357,0.118331022,0.4398827,0,5,0,0.096060877,38.05892893,0.317692,0,5,0,1.15388668,45.00768029,5.718473,0.3103471,37.33277506,0.953079,0.435465778,45.11101749,2.492668,0,5,0,0.026322425,36.53158197,0.127079,0,5,0,0.224537736,45.06353888,2.346038,0.0437134,35.51847512,0.127076,0.731980242,56.8406648,4.056697,0,5,0,0,5,0,0.092133061,36.51786644,0.381234,2.731366724,45.80029689,14.125123,0.893701016,44.88241012,3.812316,0,5,0,0.054755351,38.07227782,0.190617,0,5,0,0.059971675,35.50266157,0.444766,0.320190493,56.51352301,3.176932,0,5,0,0.036885635,36.52655505,0.127079,0.443099452,45.15295905,3.812317,0.548785365,44.87152664,2.199413,0.045583809,38.07975324,0.190617,0,5,0,0,5,0,0,37.414467,0,0,3.714565,0,0.046269613,38.06910727,0.254157,0.602511116,45.16291927,3.0303,0,5,0,0.060818766,38.07601618,0.317697,0,5,0,0.169090735,45.06210179,1.07527,0,5,0,0.161698171,32.37638425,0.635388,0.312764297,56.77337979,1.661777,0.030809814,36.54780012,0.063542,0,5,0,0.573066333,45.15233,4.643203,4.643203
80,2017-12-18 10:07,37,3,0.046858076,38.09517116,0.127078,0.185229648,0.236662037,0.488758526,0,26,0,0.116894089,38.03832086,0.317692,0,26,0,2.074411448,45.20318336,10.117302,0.369775303,36.74757789,1.207234,0.137703557,45.06074509,0.488758,0,26,0,0.032400759,36.00940312,0.127076,0,26,0,0.177444462,45.03845195,1.857285,0.036683003,35.07742084,0.127073,3.987341939,57.65982348,19.794722,0,26,0,0,26,0,0.137647247,35.92793107,0.508307,2.533776935,45.68146889,13.880741,0.788808611,44.85002826,3.519063,0,26,0,0.074167827,38.11189179,0.317693,0,26,0,0.094232651,35.02617142,0.44477,0.175501143,56.57084907,1.564027,0,26,0,0.029105869,35.99765848,0.127076,0.358421218,45.0253368,3.51906,0.573875055,44.93829469,2.394917,0.065188917,38.10520347,0.254153,0,26,0,0,26,0,0,36.958164,0,0,3.5190616,0,0.060418433,38.09641311,0.254153,0.467254728,45.14448984,2.639297,0,26,0,0.088810593,38.00468188,0.317696,0,26,0,0.360771367,44.96578779,2.297166,0,26,0,0.19937724,31.85485623,0.698925,2.685957271,57.34470818,12.561095,0.032499712,36.00889728,0.127076,0,26,0,0.373648627,45.10671218,3.176929,3.176929
81,2017-12-18 10:45,29,3,0.049966778,38.08597465,0.190615,0.181149788,0.171065497,0.488758573,0,26,0,0.122726606,38.01877015,0.381234,0,26,0,0.776294427,44.64997369,2.785922,0.370553365,36.73951574,1.207234,2.690251999,45.59542368,15.5914,0,26,0,0.032542883,36.00816934,0.190617,0,26,0,0.253420165,45.00817476,2.932548,0.041339574,35.07996236,0.127073,0.60782485,56.51808324,2.932553,0,26,0,0,26,0,0.132407407,35.92566164,0.444773,0.21857909,45.06353871,1.17302,0.19890332,45.04810421,1.02639,0,26,0,0.060881627,38.11189189,0.254153,0,26,0,0.099509469,35.01988766,0.698925,2.032309914,56.8308039,19.696968,0,26,0,0.030038985,36.00425983,0.127076,0.112700865,45.06803337,0.68426,0.820322201,44.83443294,3.372433,0.057078822,38.111892,0.254153,0,26,0,0,26,0,0.044927444,36.9263955,0.063537,0.03456041,3.5434995,0.0488758,0.055133832,38.0891516,0.254153,0.652136635,45.19489231,3.812316,0,26,0,0.074226059,38.00019694,0.254154,0,26,0,1.218692104,45.2855752,7.673512,0,26,0,0.190042013,31.86063255,0.698925,1.251867703,56.8270685,6.207234,0.034563856,35.99873114,0.190617,0,26,0,1.820500372,45.36331055,14.271747,14.271747
82,2017-12-18 10:42,29,2,0.035705555,38.04985325,0.127077,0.195165503,0.119745847,0.48875856,0,5,0,0.083899279,38.04496423,0.190615,0,5,0,0.814152556,44.68005131,3.128057,0.304005832,37.33037256,0.953079,2.741745548,45.59111059,15.982403,0,5,0,0.029122986,36.53158207,0.127079,0,5,0,0.24958204,45.0278384,2.93255,0.042145949,35.52355816,0.127076,4.127285973,57.70283468,20.381232,0,5,0,0,5,0,0.094414415,36.51551341,0.381234,0.597272108,45.02552389,3.421306,1.789135077,45.61474956,7.575758,0,5,0,0.048731319,38.09221178,0.190616,0,5,0,0.068570376,35.50054368,0.444766,1.948724021,56.77690928,19.110455,0,5,0,0.033923771,36.52655492,0.127079,0.177262345,45.08131201,1.612903,1.305216191,45.40566987,5.180838,0.054362345,38.08515194,0.254157,0,5,0,0,5,0,0.044930979,37.509775,0.063542,0,3.2746823,0,0.047973266,38.08258461,0.254157,1.249127583,45.2134243,7.086997,0,5,0,0.069128763,38.08836097,0.381233,0,5,0,0.956661395,45.24126942,5.620724,0,5,0,0.151614219,32.39226925,0.635388,0.860907583,56.52696375,4.2522,0.028943297,36.53789286,0.127079,0,5,0,0.140991583,45.09004759,0.782013,0.782013
83,2017-12-18 10:10,39,2,0.03603431,38.05654147,0.127077,0.19370879,0.120903434,0.48875856,0,5,0,0.082117729,38.05892871,0.190615,0,5,0,1.757097629,44.25359557,6.060608,0.312065415,37.31168459,0.953079,1.84777875,45.44448253,10.410558,0,5,0,0.030353877,36.52612442,0.127079,0,5,0,0.291472842,45.00539282,3.372434,0.039848125,35.5286412,0.127076,3.355370653,57.434994,16.813292,0,5,0,0,5,0,0.099225414,36.51551326,0.444771,0.563174692,45.06353874,3.66569,0.865198869,45.29705683,3.763443,0,5,0,0.057660076,38.09221172,0.254157,0,5,0,0.06937561,35.50272362,0.444766,1.445311773,56.73520069,13.734112,0,5,0,0.035321741,36.52818421,0.127079,0.16644769,45.06409389,1.710655,0.437833485,45.14383471,2.052784,0.055294813,38.08722829,0.254157,0,5,0,0,5,0,0,37.478004,0,0,3.714565,0,0.032213219,38.0796365,0.063536,1.289758009,45.29443469,6.940374,0,5,0,0.047973198,38.08258488,0.254157,0,5,0,1.478769633,45.34790736,8.60215,0,5,0,0.135515924,32.38697392,0.57185,0.560240967,56.55954729,2.639297,0.029941757,36.54525844,0.063542,0,5,0,1.80890636,45.33968727,14.174,14.174
84,2017-12-18 10:29,41,3,0.045321109,38.08848289,0.190615,0.184246595,0.239234454,0.488758573,0,26,0,0.115558126,38.02854569,0.317692,0,26,0,0.887010944,44.58605923,2.785923,0.350472122,36.74325329,1.080153,0.214489549,45.05778865,1.173024,0,26,0,0.036788086,36.00936157,0.190617,0,26,0,0.233927492,45.08154563,2.883675,0.037048016,35.07996232,0.127073,3.969517134,57.60312712,20.185726,0,26,0,0,26,0,0.117104556,35.92339239,0.38123,0.692421752,45.01640814,3.910068,0.141636089,45.07382874,0.635387,0,26,0,0.066444379,38.11858,0.254153,0,26,0,0.098461265,35.02399428,0.571845,1.262654607,56.68075201,12.658852,0,26,0,0.029482659,35.99930882,0.127076,0.163151078,45.0736513,1.564027,0.790696537,44.81305006,3.27468,0.074167747,38.11189168,0.254153,0,26,0,0,26,0,0,36.958164,0,0,3.6656892,0,0.047103627,38.08552086,0.190615,0.723715904,45.17045516,4.203323,0,26,0,0.079939814,38.00094444,0.317696,0,26,0,0.296432729,45.06641344,1.857284,0,26,0,0.191027825,31.88084945,0.698925,0.236890888,56.52048355,1.124144,0.03398674,36.01398032,0.127076,0,26,0,2.116833635,45.4089285,16.226784,16.226784
85,2017-12-18 10:13,37,3,0.052960149,38.08915155,0.190615,0.174070869,0.171065497,0.488758573,0,26,0,0.110521512,38.02365815,0.317692,0,26,0,2.167644787,44.39807462,8.406648,0.362220632,36.737647,1.143694,2.932044714,45.65148609,16.813294,0,26,0,0.030646012,36.00386309,0.190617,0,26,0,1.160486632,45.18529973,12.51222,0.037229179,35.0825038,0.127073,0.890784214,56.89149536,4.496578,0,26,0,0,26,0,0.142452301,35.92339214,0.50831,2.011174563,45.54706068,11.04594,0.172579585,45.09440763,0.782013,0,26,0,0.062034082,38.115236,0.254153,0,26,0,0.101978194,35.0301432,0.698925,0.166448421,56.54883932,1.466275,0,26,0,0.030038985,36.00591017,0.127076,1.807149182,45.30117607,16.568913,0.583370126,44.87108987,2.44379,0.062034082,38.115236,0.254153,0,26,0,0,26,0,0,36.894627,0,0,3.8123167,0,0.051601034,38.07943376,0.190615,0.152180603,45.05407913,0.977517,0,26,0,0.075328079,38.01028844,0.254154,0,26,0,0.099489796,45.01897494,0.43988,0,26,0,0.200687773,31.84330386,0.698925,4.147543184,57.70461214,19.257086,0.033077642,36.01270956,0.127076,0,26,0,2.048079853,45.373086,16.275662,16.275662
86,2017-12-18 10:15,33,2,0.034011664,38.06322974,0.127077,0.188852062,0.123475847,0.4398827,0,5,0,0.092771653,38.04077536,0.254152,0,5,0,3.207306928,44.78075707,16.031281,0.318579021,37.31825189,1.016621,0.222700632,45.03142086,1.4174,0,5,0,0.02715153,36.52432031,0.127079,0,5,0,0.175317259,45.06566357,1.759528,0.043866878,35.52864104,0.127076,1.741967374,57.11436796,8.699897,0,5,0,0,5,0,0.092755157,36.51551322,0.381234,1.333349129,45.42015096,6.891494,0.146627667,45.01466306,0.635387,0,5,0,0.055294813,38.08722829,0.254157,0,5,0,0.060922136,35.50548543,0.444766,0.125200071,56.58194906,1.026393,0,5,0,0.031036958,36.53062787,0.127079,0.209991511,45.03798989,2.297166,0.836479265,44.81217743,3.323558,0.059184611,38.09096541,0.254157,0,5,0,0,5,0,0,37.478004,0,0,3.6656892,0,0.045687617,38.06718194,0.254157,0.471499101,45.1515158,2.346044,0,5,0,0.050458964,38.08451048,0.190616,0,5,0,0.104159792,45.04724709,0.488758,0,5,0,0.161698279,32.37638458,0.635388,2.300619592,57.24380863,11.38807,0.03062153,36.53636276,0.127079,0,5,0,0.903921583,45.19631792,7.282502,7.282502
87,2017-12-18 10:26,46,2,0.03603431,38.05654147,0.127077,0.201554974,0.131193086,0.48875856,0,5,0,0.106950737,38.04985215,0.317692,0,5,0,0.714392058,44.66501215,2.052787,0.311786587,37.3218826,1.016616,0.356176866,45.10263871,2.00391,0,5,0,0.03597582,36.52852238,0.127079,0,5,0,1.146191396,45.18277882,12.561096,0.045964217,35.523558,0.127076,0.600974002,56.830889,3.274683,0,5,0,0,5,0,0.092132987,36.51080659,0.381234,1.564068951,45.49618037,8.211144,0.597120288,44.93703641,2.834796,0,5,0,0.050525735,38.08722829,0.190617,0,5,0,0.068438561,35.49993078,0.444766,0.213788119,56.55043943,2.541543,0,5,0,0.032011343,36.52814282,0.127079,0.195741907,45.08330881,1.857284,0.158913582,45.0425915,0.684262,0.038525038,38.07227871,0.127076,0,5,0,0,5,0,0,37.478004,0,0,3.323558,0,0.042507505,38.07765125,0.190616,0.222989966,44.99612376,1.51515,0,5,0,0.061707007,38.08451058,0.317697,0,5,0,0.457478221,44.91098652,2.737044,0,5,0,0.146710963,32.38697429,0.57185,0.947937038,56.92204258,4.789834,0.02941423,36.5439876,0.063542,0,5,0,0.149010004,45.08308918,0.928638,0.928638
88,2017-12-18 11:01,45,3,0.043730666,38.09182705,0.127078,0.17721255,0.174924117,0.488758573,0,27,0,0.112740418,38.03378243,0.317692,0,27,0,2.800704428,45.29744486,13.587488,0.36613291,36.74512174,1.143694,2.476900018,45.47754532,14.516128,0,27,0,0.037563613,36.00878621,0.190617,0,27,0,0.168138403,45.04320999,1.808406,0.036683003,35.07742084,0.127073,4.044735903,57.68523808,20.087972,0,27,0,0,27,0,0.12781012,35.92566189,0.38123,1.176963302,45.44407214,5.816227,0.327144027,44.99665616,1.4174,0,27,0,0.063165866,38.095171,0.254153,0,27,0,0.095578049,35.02714295,0.44477,0.585027324,56.44948851,6.01173,0,27,0,0.033101158,35.99923278,0.190617,0.185622146,45.06353903,1.808405,0.93389497,44.77944794,3.812318,0.063165566,38.10854768,0.254153,0,27,0,0,27,0,0,36.958164,0,0.03456041,3.4457479,0.0488758,0.058651852,38.10004406,0.254153,0.996407266,45.18878259,5.669601,0,27,0,0.085696447,37.99907579,0.317696,0,27,0,0.330878531,45.03622574,2.590423,0,27,0,0.19275843,31.86352082,0.698925,1.281180661,56.2805475,6.10948,0.04051186,36.00254342,0.190617,0,27,0,0.346092216,45.12056028,3.079178,3.079178
89,2017-12-18 10:53,51,2,0.038428281,38.05303005,0.127077,0.181911656,0.107526886,0.48875856,0,6,0,0.101123151,38.04531357,0.317692,0,6,0,4.073257332,44.43513507,19.745846,0.31136702,37.32102835,1.016616,2.560581893,45.58392224,14.956014,0,6,0,0.025624565,36.52674082,0.127079,0,6,0,1.311411038,45.19359077,13.978493,0.041807985,35.52154617,0.127076,0.196518732,56.64304329,1.075268,0,6,0,0,6,0,0.093803319,36.51786663,0.381234,0.26851591,45.08707119,1.564025,0.459318986,44.92841141,2.00391,0,6,0,0.039287933,38.07601612,0.127076,0,6,0,0.057976159,35.5019557,0.444766,1.596749461,56.71500013,15.347015,0,6,0,0.032351995,36.53225715,0.127079,0.226883363,45.10963725,1.955036,0.441639527,44.986733,1.906158,0.039287862,38.08722835,0.127076,0,6,0,0,6,0,0,37.478004,0,0,3.714565,0,0.04475747,38.07488342,0.254157,0.117592091,45.02769593,0.537634,0,6,0,0.065846847,38.09283491,0.317697,0,6,0,0.214692591,45.06785097,1.564028,0,6,0,0.140211087,32.39491646,0.57185,0.879939965,56.46586896,4.301073,0.03026993,36.54017518,0.127079,0,6,0,0.332154014,45.10997048,2.443791,2.443791
90,2017-12-18 10:56,40,3,0.057941391,38.0955054,0.190615,0.19035512,0.161290325,0.48875856,0,27,0,0.130691883,38.01877038,0.381234,0,27,0,1.353254553,45.18384823,6.304986,0.366281382,36.74576271,1.27077,0.502417592,45.09984594,2.981428,0,27,0,0.031455997,36.00819961,0.127076,0,27,0,0.183463696,45.03255466,2.00391,0.037229176,35.08504528,0.127073,0.326018639,56.60215,1.612905,0,27,0,0,27,0,0.133791759,35.92339236,0.57185,0.603993878,45.24682257,3.56794,0.46295319,44.91948374,2.052785,0,27,0,0.068024586,38.12861232,0.254153,0,27,0,0.099459834,35.02337853,0.508308,0.496467088,56.46504104,4.985335,0,27,0,0.031518437,35.99683327,0.190617,0.912644191,45.18769482,8.651024,1.622292755,45.52174963,6.695992,0.045320326,38.11523637,0.190613,0,27,0,0,27,0,0,36.958164,0,0,3.714565,0,0.062135586,38.08877776,0.254153,0.432289696,44.95632687,2.834796,0,27,0,0.087678908,38.00564334,0.317696,0,27,0,1.160863406,45.22832051,7.526882,0,27,0,0.211788674,31.84908009,0.698925,2.042391657,57.23806995,9.090906,0.031769,36.01416186,0.127076,0,27,0,0.214432692,45.08424853,1.857282,1.857282
