자재구분,END_DATE_TIME,Y,CHAMBER,TAE.STDDEV0,TAE.MEAN0,TAE.RANGE0,PC.STDDEV0,PC.MEAN0,PC.RANGE0,CROT.STDDEV0,CROT.MEAN0,CROT.RANGE0,TAE.STDDEV1,TAE.MEAN1,TAE.RANGE1,CROT.STDDEV1,CROT.MEAN1,CROT.RANGE1,PC.STDDEV1,PC.MEAN1,PC.RANGE1,TAE.STDDEV13,TAE.MEAN13,TAE.RANGE13,PC.STDDEV13,PC.MEAN13,PC.RANGE13,CROT.STDDEV13,CROT.MEAN13,CROT.RANGE13,TAE.STDDEV5,TAE.MEAN5,TAE.RANGE5,CROT.STDDEV5,CROT.MEAN5,CROT.RANGE5,PC.STDDEV5,PC.MEAN5,PC.RANGE5,TAE.STDDEV3,TAE.MEAN3,TAE.RANGE3,PC.STDDEV3,PC.MEAN3,PC.RANGE3,CROT.STDDEV3,CROT.MEAN3,CROT.RANGE3,CROT.STDDEV11,CROT.MEAN11,CROT.RANGE11,TAE.STDDEV11,TAE.MEAN11,TAE.RANGE11,PC.STDDEV11,PC.MEAN11,PC.RANGE11,PC.STDDEV10,PC.MEAN10,PC.RANGE10,CROT.STDDEV10,CROT.MEAN10,CROT.RANGE10,TAE.STDDEV10,TAE.MEAN10,TAE.RANGE10,CROT.STDDEV2,CROT.MEAN2,CROT.RANGE2,TAE.STDDEV2,TAE.MEAN2,TAE.RANGE2,PC.STDDEV2,PC.MEAN2,PC.RANGE2,CROT.STDDEV7,CROT.MEAN7,CROT.RANGE7,TAE.STDDEV7,TAE.MEAN7,TAE.RANGE7,PC.STDDEV7,PC.MEAN7,PC.RANGE7,PC.STDDEV8,PC.MEAN8,PC.RANGE8,TAE.STDDEV8,TAE.MEAN8,TAE.RANGE8,CROT.STDDEV8,CROT.MEAN8,CROT.RANGE8,CROT.STDDEV14,CROT.MEAN14,CROT.RANGE14,TAE.STDDEV14,TAE.MEAN14,TAE.RANGE14,PC.STDDEV14,PC.MEAN14,PC.RANGE14,TAE.STDDEV6,TAE.MEAN6,TAE.RANGE6,PC.STDDEV6,PC.MEAN6,PC.RANGE6,CROT.STDDEV6,CROT.MEAN6,CROT.RANGE6,TAE.STDDEV4,TAE.MEAN4,TAE.RANGE4,CROT.STDDEV4,CROT.MEAN4,CROT.RANGE4,PC.STDDEV4,PC.MEAN4,PC.RANGE4,CROT.STDDEV12,CROT.MEAN12,CROT.RANGE12,TAE.STDDEV12,TAE.MEAN12,TAE.RANGE12,PC.STDDEV12,PC.MEAN12,PC.RANGE12,TAE.STDDEV9,TAE.MEAN9,TAE.RANGE9,CROT.STDDEV9,CROT.MEAN9,CROT.RANGE9,PC.STDDEV9,PC.MEAN9,PC.RANGE9,PC.RANGE11
31,2017-10-11 23:01,206,2,0.025940505,38.09475417,0.063541,0.162593357,0.325839047,0.4398827,0,16,0,0.123985082,38.03040146,0.317695,0,16,0,0.516038494,44.87555431,2.24829,0.326137668,36.325641,1.143696,0.217666372,45.08797694,1.221897,0,16,0,0.029732224,35.54202057,0.12708,0,16,0,0.138010333,45.04036445,1.466274,0.049733705,34.55086491,0.190616,0.791602279,56.45373709,3.519063,0,16,0,0,16,0,0.154247481,35.52228828,0.635384,0.453633839,45.12805432,2.98143,1.664161243,45.48509306,6.793743,0,16,0,0.076510188,38.0762225,0.31769,0,16,0,0.093014538,34.51517019,0.635387,1.808302556,56.77375002,16.76442,0,16,0,0.028777953,35.53936154,0.12708,0.194664525,45.06853711,2.052787,1.016377576,45.33423515,3.812316,0.069117712,38.07622219,0.31769,0,16,0,0,16,0,0,36.4957,0,0,3.9100685,0,0.061100104,38.05137055,0.31769,0.475679135,44.95880443,2.68817,0,16,0,0.145641646,37.90546269,0.444771,0,16,0,0.367015167,44.95356797,2.150535,0,16,0,0.159993679,31.37554662,0.57185,3.784712365,57.56150258,18.57282,0.035870886,35.54394375,0.12708,0,16,0,1.732134691,45.36690571,13.245357,13.245357
32,2017-10-11 23:04,240,2,0.025940505,38.09475417,0.063541,0.177574808,0.29325514,0.4398827,0,16,0,0.1216674,38.02062615,0.381235,0,16,0,2.41322966,45.63876938,9.921799,0.315254899,36.34059115,1.080156,0.638257663,45.16704065,3.763438,0,16,0,0.02957626,35.538384,0.12708,0,16,0,0.170574116,45.05631357,1.906159,0.042276523,34.55639009,0.127079,3.169984624,57.47800509,15.151512,0,16,0,0,16,0,0.143000075,35.52673596,0.635384,0.694057957,45.28348029,3.42131,0.77505209,44.846652,3.27468,0,16,0,0.05915116,38.06828,0.254153,0,16,0,0.097531193,34.52672318,0.635387,0.756105668,56.66211303,6.989246,0,16,0,0.02508375,35.54262,0.12708,0.14840347,45.05853967,1.270771,0.364411221,45.13121323,1.368523,0.06138354,38.05239575,0.190615,0,16,0,0,16,0,0,36.4957,0,0,3.7634408,0,0.049042833,38.06629428,0.254153,0.214009966,45.04499934,1.368528,0,16,0,0.136942764,37.92531834,0.444771,0,16,0,1.375544298,45.34457456,7.86901,0,16,0,0.147134279,31.39143146,0.571846,0.705556888,56.51474417,3.470183,0.028524479,35.54780694,0.12708,0,16,0,0.814671295,45.19111322,6.256108,6.256108
33,2017-10-27 16:55,129,2,0.032812431,38.10534433,0.063541,0.165505709,0.309547093,0.4398827,0,88,0,0.118869961,38.02062615,0.317695,0,88,0,0.803321489,44.777803,3.421307,0.152669764,30.88905308,0.635388,1.120554844,56.389052,5.376347,0,88,0,0.019538144,35.0292295,0.12708,0,88,0,1.295485918,45.19861394,13.636364,0.044662333,34.03703196,0.127079,3.414763658,57.48225496,16.52004,0,88,0,0,88,0,0.060137896,37.976944,0.190616,0.499624631,44.88330869,2.101662,1.794348444,46.0606062,4.056693,0,88,0,0.053161737,35.0216032,0.12708,0,88,0,0.084658344,33.9869949,0.444771,2.017491497,56.87007824,19.012711,0,88,0,0.022759203,35.02486742,0.063543,0.280388673,45.04550148,2.883674,1.007631956,44.71012892,3.812317,0.061246249,37.98488613,0.190614,0,88,0,0,88,0,0.313959752,35.83560439,1.016617,2.427112403,45.54279425,14.369498,0.060024804,38.00013013,0.254154,0.5969656,44.91342032,3.323557,0,88,0,0.224788014,37.84589553,0.762464,0,88,0,1.123493556,45.23460425,6.549367,0,88,0,0.116005438,34.95806532,0.381233,0.735290864,45.29032264,4.00782,0.018536932,35.03160891,0.12708,0,88,0,1.860077052,45.32678232,14.174,14.174
34,2017-10-27 16:57,53,3,0.076948945,38.1230385,0.190615,0.182222407,0.415444778,0.488758573,0,59,0,0.125761756,38.03378214,0.381234,0,59,0,2.069689583,44.45957271,8.895406,0.207192285,30.8796351,0.635388,1.904626922,56.87054967,10.01955,0,59,0,0.030332814,35.05823519,0.127073,0,59,0,1.332125383,45.22369432,14.02737,0.044601778,34.04597888,0.190616,3.99489218,57.62870633,19.50147,0,59,0,0,59,0,0.083145936,37.98890133,0.254154,1.517133483,45.400239,6.695991,5.494523947,48.0254154,12.60997,0,59,0,0.0348001,35.0138844,0.063536,0,59,0,0.105758285,34.00435878,0.508307,0.193122873,56.52151733,2.00391,0,59,0,0.033577149,35.06047768,0.127073,0.144575355,45.07273866,1.36852,0.409117732,44.93087586,1.661781,0.066950445,37.96730612,0.190614,0,59,0,0,59,0,0.323961466,35.74707958,1.080158,0.476658078,45.10648948,2.834796,0.074402919,38.01328991,0.254154,0.337732802,45.10752693,1.857284,0,59,0,0.246596016,37.84770403,0.762464,0,59,0,0.188035858,44.98356082,1.221892,0,59,0,0.12460982,34.94936719,0.444771,0.562551388,45.27596065,2.932554,0.031039882,35.05065428,0.127073,0,59,0,2.070929307,45.38509049,16.129034,16.129034
35,2017-10-27 16:59,84,4,0.070855871,38.12404562,0.254155,0.200530041,0.342130997,0.73313785,0,75,0,0.114432006,38.06050723,0.31769,0,75,0,2.154102417,45.52222046,9.237538,0.170930877,30.86343126,0.698922,0.108204165,56.6513663,0.635387,0,75,0,0.024658119,35.01744638,0.127077,0,75,0,1.043561471,45.16440064,10.557186,0.038106515,34.07627339,0.127076,2.787190807,57.37812765,13.343112,0,75,0,0,75,0,0.075179809,38.01774119,0.254153,0.627242311,45.201002,2.68817,0.989299397,45.562073,2.443796,0,75,0,0,35.01554,0,0,75,0,0.082245699,34.04079943,0.50831,0.202625702,56.52937075,2.346038,0,75,0,0.025233354,35.01038847,0.127077,0.499023304,45.11939656,4.59433,0.912034644,44.75806492,3.323557,0.062930818,38.01032833,0.190615,0,75,0,0,75,0,0.290421487,35.82098674,0.95308,0.822440578,45.17997771,4.740959,0.063196039,38.03670019,0.254153,1.399847754,45.27475204,7.575757,0,75,0,0.205793487,37.88092861,0.635387,0,75,0,0.372675956,45.07142158,2.199414,0,75,0,0.124833037,34.95962664,0.44477,0.240072352,45.17497564,1.124144,0.009171209,35.01686375,0.06354,0,75,0,0.153432777,45.06016755,1.221894,1.221894
36,2017-10-29 5:38,153,4,0.065607197,38.113983,0.254155,0.32044561,0.287505036,1.2218964,0,81,0,0.117367273,38.051779,0.38123,0,81,0,2.663387576,43.90797429,9.824045,0.168059503,30.87171883,0.635384,0.166470554,56.61524174,0.879765,0,81,0,0.025254632,35.01935255,0.127077,0,81,0,0.121571282,45.07109227,1.124147,0.04112746,34.08456122,0.127076,2.813742901,57.43550391,13.19648,0,81,0,0,81,0,0.076510583,38.02568331,0.254153,0.178357565,45.06964819,0.635384,6.295651236,48.42782633,15.786899,0,81,0,0.040185276,35.0155405,0.127077,0,81,0,0.085695249,34.04639308,0.50831,0.134364826,56.6297003,1.466274,0,81,0,0.028988015,35.0164107,0.127077,0.214696045,45.08414898,1.710655,1.647527259,45.57109562,6.060608,0.07044413,38.01376975,0.254153,0,81,0,0,81,0,0.284032416,35.8209865,0.826,2.56523885,45.50917179,15.004888,0.071084146,38.02850158,0.254153,0.426723201,44.95705907,2.44379,0,81,0,0.220320654,37.88092832,0.635387,0,81,0,0.429105413,44.93110129,2.492667,0,81,0,0.114964433,34.95688958,0.38123,0.21244862,45.14061219,1.124145,0.02448449,35.01686394,0.127077,0,81,0,2.016283156,45.38628814,15.102642,15.102642
37,2017-10-29 5:40,230,2,0.049992793,38.11139543,0.127079,0.159271169,0.314201939,0.4398827,0,92,0,0.117367547,38.00701086,0.317695,0,92,0,3.258575688,44.46655493,14.95601,0.149327465,30.88905324,0.571848,0.150645276,56.65689156,0.684262,0,92,0,0.023196694,35.02613414,0.12708,0,92,0,0.284829944,45.03844082,3.470185,0.041321675,34.028744,0.127079,0.370459974,56.60886535,1.564026,0,92,0,0,92,0,0.06510719,37.98091512,0.254154,1.585137368,45.46981913,6.451611,1.161457744,45.835778,2.688173,0,92,0,0.044929565,35.0343118,0.12708,0,92,0,0.087582365,33.98994091,0.444771,0.372054971,56.51397246,3.616813,0,92,0,0.021474726,35.02830209,0.12708,1.322186574,45.25904194,11.974586,1.99249937,45.65380854,7.331378,0.064457731,37.97694425,0.190614,0,92,0,0,92,0,0.295620944,35.84795919,0.953078,2.552461034,45.51564056,15.249268,0.056215389,38.01242787,0.190614,1.366262753,45.34806582,7.233627,0,92,0,0.229650824,37.8319965,0.635386,0,92,0,0.327928076,45.00855369,2.443794,0,92,0,0.098937244,34.95611004,0.317695,2.879786762,45.81923454,14.61388,0.012831933,35.03166538,0.063543,0,92,0,1.551593586,45.32645671,11.485825,11.485825
38,2017-10-29 5:36,101,3,0.0960606,38.12908971,0.254153,0.160693255,0.481776289,0.48875854,0,67,0,0.135169538,38.02365792,0.381234,0,67,0,1.074456478,44.54846262,3.616813,0.202400552,30.88156055,0.635388,3.177066237,57.24029205,15.004886,0,67,0,0.025999055,35.0538748,0.127073,0,67,0,0.166167078,45.00811667,1.808407,0.04034378,34.05472691,0.127079,0.761595384,56.52386326,3.812317,0,67,0,0,67,0,0.08405311,37.97478159,0.254154,0.222954863,45.11528959,0.928638,0.06372574,45.2688172,0.146625,0,67,0,0.05315839,35.039299,0.127073,0,67,0,0.100090018,33.99960308,0.444771,0.319125887,56.55610646,2.98143,0,67,0,0.031879553,35.05451414,0.127073,1.722811048,45.29314138,16.080153,0.341554645,45.19620121,1.221897,0.084053393,37.97478159,0.254154,0,67,0,0,67,0,0.298562012,35.76880063,0.889542,0.228105391,44.99786128,1.4174,0.072844938,38.01136455,0.254154,0.178191846,44.99185453,1.02639,0,67,0,0.258804749,37.8361517,0.95308,0,67,0,0.55120144,44.87099712,3.176933,0,67,0,0.129941623,34.9578747,0.444771,2.594847397,45.65366922,13.831867,0.034942554,35.0481938,0.190616,0,67,0,0.335959753,45.0219945,2.834797,2.834797
39,2017-11-04 10:56,30,4,0.042478539,38.123638,0.127075,0.230664667,0.219941352,0.48875856,0,1,0,0.124252551,38.0563175,0.38123,0,1,0,1.742021498,45.12288786,8.406647,0.300605215,35.80580291,0.95308,2.349019611,45.53396956,13.294231,0,1,0,0.022153472,35.01853728,0.127077,0,1,0,0.888149578,45.14527947,9.481919,0.052236346,34.08179891,0.190613,0.472592659,56.75974226,2.932554,0,1,0,0,1,0,0.118982754,34.97995892,0.50831,0.531579683,45.01661776,2.93255,2.025440385,45.63172069,8.357769,0,1,0,0.081099907,38.01376988,0.254153,0,1,0,0.07475767,34.06531621,0.50831,1.416829579,56.63887962,15.053762,0,1,0,0.021583108,35.01798396,0.127077,0.190667654,45.02632623,1.808406,1.168796044,45.36807285,4.34995,0.078571663,38.00582737,0.254153,0,1,0,0,1,0,0,35.96862,0,0,3.8611925,0,0.074029097,38.03786153,0.254153,0.381010079,44.93320296,2.150539,0,1,0,0.219353737,37.88867872,0.635387,0,1,0,0.131235709,45.008554,0.782013,0,1,0,0.183467262,30.84509823,0.698922,0.55467128,56.40940268,2.73705,0.02777187,35.01421656,0.127077,0,1,0,0.201896199,45.05174062,1.710653,1.710653
40,2017-11-04 10:46,12,2,0.056831457,38.084165,0.127079,0.159877101,0.366568923,0.439882703,0,24,0,0.12314708,37.99618808,0.317695,0,24,0,1.661603632,44.44695146,6.304986,0.307014846,36.33498491,1.01662,2.35171862,45.42866956,13.831866,0,24,0,0.028389918,35.54564571,0.12708,0,24,0,0.278651793,45.01806295,3.17693,0.037046185,34.55086448,0.127079,2.351213594,57.25700109,11.290322,0,24,0,0,24,0,0.161819666,35.51818292,0.571847,0.36893464,45.18384819,1.906158,0.392582402,45.11852394,1.759533,0,24,0,0.081099446,38.07225119,0.31769,0,24,0,0.099431481,34.51172229,0.635387,2.062481396,56.7613438,19.990222,0,24,0,0.03701559,35.54592078,0.12708,0.393612071,45.01803386,3.958944,0.283484202,45.10489562,1.124146,0.062335963,38.07225131,0.254153,0,24,0,0,24,0,0,36.4957,0,0.03456041,3.5434995,0.0488758,0.060351733,38.05438091,0.31769,0.161375293,45.03825793,0.830888,0,24,0,0.141862861,37.92019435,0.444771,0,24,0,0.601536664,44.92479371,3.51906,0,24,0,0.16108707,31.38613637,0.635388,0.091438164,56.65933512,0.342133,0.036193718,35.5505625,0.12708,0,24,0,1.949663203,45.34920966,14.711632,14.711632
41,2017-11-04 10:44,110,3,0.051132765,38.07765395,0.190615,0.336465027,0.34678584,1.368524,0,97,0,0.116450255,38.02365838,0.317692,0,97,0,2.018938102,45.39815054,8.895406,0.310918326,35.31578721,0.953079,0.307341657,44.98207945,1.906157,0,97,0,0.034480847,34.53643565,0.190615,0,97,0,1.186978077,45.19571602,12.756599,0.0469274,33.55596182,0.12708,3.495849909,57.52021714,16.520039,0,97,0,0,97,0,0.149877711,34.43073941,0.571846,0.397052093,45.20654567,2.394916,0.442906819,44.89966059,1.906158,0,97,0,0.154391892,37.83649153,0.44477,0,97,0,0.112476876,33.48736811,0.57185,0.393843887,56.48493816,3.958946,0,97,0,0.029707738,34.53310749,0.190615,1.210890845,45.22405182,11.43695,1.711319183,45.5685896,6.744865,0.154487746,37.83711444,0.44477,0,97,0,0,97,0,0.044927444,35.5285455,0.063537,0,3.8123167,0,0.163401932,37.93434797,0.50831,1.267922294,45.2183125,8.064517,0,97,0,0.351594896,37.75426482,1.207235,0,97,0,0.908441518,45.18860288,6.10948,0,97,0,0.199639894,30.38769227,0.698925,0.309017477,56.42939741,1.36852,0.033401761,34.53591696,0.190615,0,97,0,1.461342989,45.30294761,11.143696,11.143696
42,2017-11-04 10:49,6,2,0.024016241,38.09324129,0.063541,0.175577706,0.35609552,0.48875856,0,24,0,0.114658664,37.99618823,0.317695,0,24,0,1.088769989,44.49206754,3.665688,0.324101196,36.32190374,1.01662,0.127213138,45.02472529,0.733134,0,24,0,0.0347172,35.54867143,0.12708,0,24,0,0.747246461,45.13749005,7.966763,0.035506485,34.54533909,0.127079,0.635868709,56.81499335,3.519058,0,24,0,0,24,0,0.15485709,35.5273716,0.571847,2.372513823,45.69696924,11.876834,1.653504226,45.47287356,6.793743,0,24,0,0.075958468,38.06430894,0.31769,0,24,0,0.101835122,34.51482921,0.635387,0.364851814,56.56171853,3.616814,0,24,0,0.031233435,35.54839636,0.12708,1.52499761,45.28151353,13.978497,0.489821951,44.89059331,1.95503,0.067517695,38.08019337,0.254154,0,24,0,0,24,0,0.044929565,36.46393,0.06354,0,3.5190616,0,0.058856568,38.0534201,0.31769,0.311252395,45.08972239,1.4174,0,24,0,0.149325134,37.91539053,0.508309,0,24,0,0.182876544,45.00244406,1.075267,0,24,0,0.173734756,31.37819379,0.635388,2.911961304,57.32323279,14.516133,0.027607052,35.55818082,0.06354,0,24,0,0.40579561,45.02874532,3.42131,3.42131
43,2017-11-04 10:51,10,4,0.06650596,38.11024547,0.254155,1.153374552,0.554884716,4.887585543,0,1,0,0.10995086,38.060856,0.31769,0,1,0,4.663894974,44.36531207,22.53177,0.292668678,35.81573062,0.95308,0.382022585,44.94440319,2.394918,0,1,0,0.029824447,35.01372494,0.127077,0,1,0,0.541237893,45.09838937,5.620724,0.047768708,34.07903613,0.190613,0.241542394,56.65561522,1.221896,0,1,0,0,1,0,0.120444242,34.98504212,0.50831,0.158551612,45.14956024,0.537634,1.266487949,45.39956006,5.180838,0,1,0,0.072908195,38.00979869,0.190615,0,1,0,0.079376668,34.06457856,0.571847,0.494032943,56.46410428,4.789833,0,1,0,0.02021626,35.01879854,0.127077,1.661192326,45.25959744,15.7869,0.267589992,45.10489562,0.977518,0.076949,38.00185663,0.190615,0,1,0,0,1,0,0,35.96862,0,0,3.372434,0,0.063058536,38.03874977,0.254153,0.406304605,44.96927764,2.492668,0,1,0,0.216487106,37.87875091,0.635387,0,1,0,0.366595467,45.10019547,2.00391,0,1,0,0.181479893,30.84798632,0.698922,0.915708741,56.32498036,4.398826,0.02448449,35.01686394,0.127077,0,1,0,0.454912113,45.131796,3.372437,3.372437
44,2017-11-04 10:54,4,2,0.031004833,38.10231857,0.063541,0.172637593,0.349113257,0.48875856,0,24,0,0.122091906,38.00596354,0.317695,0,24,0,1.385803096,44.36047862,4.496578,0.333052131,36.32868443,1.143696,0.127232371,45.03421306,0.537632,0,24,0,0.031559832,35.54625086,0.12708,0,24,0,0.261941242,45.07841395,2.785923,0.041068447,34.54621836,0.127079,1.255569557,57.00257555,5.91398,0,24,0,0,24,0,0.155117488,35.52482988,0.635384,2.609610187,45.75953084,12.903224,0.252846614,44.9993895,1.17302,0,24,0,0.07139246,38.0801935,0.31769,0,24,0,0.10241415,34.51413084,0.698925,0.677732902,56.61274265,5.180839,0,24,0,0.028303561,35.54011184,0.12708,0.820278969,45.15503869,7.57576,0.354972145,45.15430793,1.368523,0.068267849,38.07295182,0.31769,0,24,0,0,24,0,0,36.4957,0,0,3.714565,0,0.061100351,38.05342019,0.31769,0.577957134,44.90992932,3.27468,0,24,0,0.150911309,37.91340475,0.508309,0,24,0,0.168505273,44.97953306,0.928638,0,24,0,0.156760748,31.38084171,0.508308,3.249363475,57.42302042,15.7869,0.036464459,35.55982869,0.190617,0,24,0,0.318658445,45.00539326,2.639292,2.639292
45,2017-11-08 3:27,26,4,0.051878233,38.1077535,0.127075,0.162593357,0.325839047,0.4398827,0,20,0,0.116450423,38.05073162,0.317693,0,20,0,0.792420964,44.66125262,2.541545,0.295326581,35.80381706,0.889538,2.93664627,45.72641725,16.17791,0,20,0,0.027236417,35.02860433,0.127077,0,20,0,0.225348331,45.00672551,2.639294,0.044661378,34.08179878,0.127076,0.803006974,56.87874413,4.105573,0,20,0,0,20,0,0.114545591,34.9774172,0.50831,0.786137289,44.96383176,4.301076,2.019268749,45.63782988,8.211144,0,20,0,0.074166373,38.01376981,0.254153,0,20,0,0.079430795,34.04532649,0.571847,1.71253456,56.78111376,15.395893,0,20,0,0.026452712,35.02680029,0.127077,0.320797186,45.03333482,3.323557,0.626429331,45.23272408,2.346038,0.075179809,38.01774119,0.254153,0,20,0,0,20,0,0,35.96862,0,0,3.5679374,0,0.060386084,38.04284894,0.254153,0.485368545,45.13161546,2.590418,0,20,0,0.198603886,37.89463575,0.571845,0,20,0,0.335822909,44.97189641,2.394918,0,20,0,0.201534133,30.83354568,0.698922,3.752118052,57.52466041,17.644181,0.02104449,35.02332041,0.06354,0,20,0,0.386703842,45.13726631,2.834801,2.834801
46,2017-11-08 3:31,21,2,0.049992884,38.11139629,0.127079,0.175577706,0.35609552,0.48875856,0,44,0,0.10914101,38.00701029,0.254154,0,44,0,0.848977934,44.63412921,2.883675,0.333499984,36.321423,1.08016,0.336909671,44.96020149,1.95503,0,44,0,0.032461807,35.55041264,0.12708,0,44,0,1.278290423,45.15286333,13.880746,0.041321833,34.53705143,0.127079,0.272215525,56.70874257,1.759528,0,44,0,0,44,0,0.152006636,35.53245472,0.571847,2.259361816,45.5679376,11.485825,0.128696336,45.06353888,0.488758,0,44,0,0.075179359,38.06828006,0.31769,0,44,0,0.105159648,34.51399906,0.635387,1.583461195,56.74323967,14.85826,0,44,0,0.029572851,35.54669308,0.12708,0.262420383,45.08853197,2.199414,0.315832092,45.13121308,1.221898,0.074166041,38.07225125,0.31769,0,44,0,0,44,0,0,36.4957,0,0,3.714565,0,0.045456689,38.04522152,0.254153,1.001145702,45.22762207,5.425221,0,44,0,0.138303107,37.91340503,0.381233,0,44,0,1.040827257,45.20252994,6.25611,0,44,0,0.161154701,31.38348912,0.571846,2.534689514,57.28453862,12.512218,0.0324648,35.55688408,0.12708,0,44,0,1.035839731,45.20933778,7.771264,7.771264
47,2017-11-08 3:29,48,3,0.07781784,38.13362833,0.190615,0.173262443,0.448028687,0.439882716,0,8,0,0.126669607,38.02854554,0.381234,0,8,0,2.214311068,45.51470062,9.481915,0.324279177,35.31386188,1.080153,1.100885159,45.21460948,6.50049,0,8,0,0.032050442,34.53300851,0.190615,0,8,0,0.237778119,45.03304377,2.834796,0.036393682,33.54918087,0.12708,3.194070827,57.40575478,15.9824,0,8,0,0,8,0,0.162535798,34.44158132,0.635387,0.34550806,45.05131957,1.906158,1.363729722,45.38734075,5.571846,0,8,0,0.149854716,37.82784813,0.38123,0,8,0,0.106197477,33.48613263,0.50831,0.270446807,56.49017134,2.688171,0,8,0,0.029947215,34.53257796,0.190615,0.203547735,45.06028037,2.10166,0.617523901,44.8366155,2.394915,0.151087865,37.83649135,0.44477,0,8,0,0,8,0,0.044927444,35.5285455,0.063537,0,3.5679374,0,0.146087433,37.94698344,0.44477,0.40296789,44.92870921,2.248291,0,8,0,0.324515108,37.78994161,1.08016,0,8,0,0.962822433,45.18202579,5.865101,0,8,0,0.165862484,30.39553176,0.635386,3.325484585,57.51757295,14.85826,0.031930472,34.52999282,0.127077,0,8,0,1.571451816,45.32234007,12.414466,12.414466
48,2017-11-09 1:43,26,2,0.024016241,38.09324129,0.063541,0.150456607,0.384024582,0.439882703,0,48,0,0.107089388,38.0160875,0.317695,0,48,0,2.807323365,44.51543064,12.756598,0.315460054,36.32564091,1.01662,2.157538328,45.44160732,12.60997,0,48,0,0.031929263,35.54558916,0.12708,0,48,0,0.107498663,45.0593615,1.07527,0.035506485,34.54533909,0.127079,1.463804341,57.12737409,6.59824,0,48,0,0,48,0,0.144331872,35.54770412,0.635384,0.152823095,45.10654932,0.782013,0.427209812,45.21016619,1.368523,0,48,0,0.055483004,38.06430875,0.190617,0,48,0,0.09244489,34.51752887,0.635387,0.426455031,56.60149951,3.958946,0,48,0,0.027852374,35.5434243,0.12708,0.258511315,45.02235129,2.932553,0.741135548,45.281601,2.688171,0.061383643,38.05239544,0.254153,0,48,0,0,48,0,0,36.4957,0,0,3.7634408,0,0.056061129,38.04522155,0.31769,0.183944485,45.04608336,1.02639,0,48,0,0.1403556,37.91199603,0.444771,0,48,0,0.281738833,44.97524732,1.661781,0,48,0,0.155049079,31.39407879,0.635388,1.065175691,56.30498558,5.180838,0.031769786,35.56077422,0.127077,0,48,0,0.394453052,45.01797683,3.37243,3.37243
49,2017-11-09 1:41,13,3,0.074279278,38.11244883,0.190615,0.172109648,0.342130993,0.4398827,0,12,0,0.1173681,38.02470529,0.381234,0,12,0,3.998212876,44.26057843,19.159335,0.321151909,35.31386194,1.016617,0.314882477,44.93912673,2.00391,0,12,0,0.030903454,34.53110948,0.190615,0,12,0,1.201497429,45.17688026,13.147607,0.041706159,33.55194348,0.12708,3.078710267,57.44825535,14.80938,0,12,0,0,12,0,0.148838051,34.43073937,0.44477,0.496823776,45.23912941,2.639294,1.01247087,45.32516829,4.203323,0,12,0,0.15157805,37.83275371,0.38123,0,12,0,0.105039104,33.4863864,0.57185,0.744243259,56.68171425,7.038123,0,12,0,0.032918303,34.52761162,0.190615,0.189503276,45.06189104,1.857285,0.889384998,45.33072707,3.421311,0.154829124,37.85123394,0.44477,0,12,0,0,12,0,0.044927444,35.5285455,0.063537,0,3.5679374,0,0.151341556,37.94698353,0.44477,0.50325461,44.9000571,2.785924,0,12,0,0.324903457,37.778389,1.01662,0,12,0,0.132373446,45.01021958,0.879764,0,12,0,0.181841308,30.39855714,0.698925,4.077794785,57.65489057,18.523946,0.035294584,34.5284481,0.190615,0,12,0,0.470438966,45.01466307,4.00782,4.00782
50,2017-11-09 1:38,17,4,0.038870845,38.098836,0.127075,2.642893129,0.820599923,11.68133,0,24,0,0.126668899,38.05561908,0.38123,0,24,0,1.601574928,44.26272685,4.692082,0.293612684,35.80778844,0.889542,0.760323291,45.13990666,4.398826,0,24,0,0.028983854,35.02919819,0.127077,0,24,0,1.341614116,45.17841795,14.418377,0.045370331,34.08456139,0.127076,3.207171239,57.39087817,15.49365,0,24,0,0,24,0,0.124209522,34.9715525,0.44477,0.244371467,45.1142945,1.417396,0.702440201,45.25252533,2.834798,0,24,0,0.067357601,38.010328,0.190615,0,24,0,0.077599678,34.04931447,0.50831,2.105291546,56.81846364,19.305963,0,24,0,0.023178695,35.0211702,0.127077,1.288326546,45.20467443,11.925709,1.41461354,45.56858867,4.838708,0.062930818,38.01032833,0.190615,0,24,0,0,24,0,0,35.96862,0,0,3.5679374,0,0.065290434,38.03055165,0.254153,1.103571761,45.28348054,5.913978,0,24,0,0.202390168,37.89322658,0.571845,0,24,0,0.177299299,44.99889694,1.12414,0,24,0,0.189650127,30.84509805,0.698922,0.404813437,56.64045214,2.443793,0.025705937,35.02443566,0.127077,0,24,0,0.141738846,45.04969033,1.075266,1.075266
